question_id,title,content,created_at,difficulty,views,likes,resolve_count
161,Consectetur nobis doloribus reiciendis rem veritatis velit ea.?,"Corporis consectetur officiis excepturi nisi minus tempore. Sint molestiae voluptate illum nulla nihil. Eaque ratione dolores excepturi doloremque necessitatibus a magni.
Debitis harum error eligendi occaecati consequatur tenetur. Magni ipsum odit consequuntur minima quis cum. Reiciendis quam explicabo perspiciatis.
Officiis occaecati tempore similique. Dignissimos veritatis aspernatur quas harum nemo animi. Veritatis odit laborum ipsa ipsa maxime.",2024-11-10 12:16:46.008857,고급,671,72,False
162,Magni deserunt illo iste ipsum nostrum eveniet harum magni.?,"Reiciendis repudiandae incidunt accusamus eos. Itaque laudantium laboriosam ea placeat magni doloremque. Repellat odio optio beatae.
Illo sint quas neque occaecati. Ut incidunt cum pariatur est sit voluptate.
Quia ratione dolores. Officia asperiores ad facilis aliquam. Suscipit repudiandae ducimus.
Unde nobis maiores eum natus laboriosam saepe. Harum laudantium sapiente pariatur facilis. Veritatis voluptatum quis quos vel sapiente.",2024-12-30 11:26:44.623173,고급,692,4,True
163,Tempora ut commodi temporibus rerum molestias maiores.?,"Voluptates quae omnis facilis recusandae molestiae cumque rerum. Laborum ad repudiandae odio soluta. Totam laudantium voluptate magnam nam iure reiciendis.
Porro minus saepe maiores. Officia aperiam maiores culpa.
Iste aperiam provident fugiat animi sit. Laborum natus aliquam. Ipsum amet tempore cupiditate pariatur.
Culpa tenetur eveniet quisquam maiores quisquam quos. Numquam atque aliquam esse molestiae magni debitis.
Excepturi numquam est.",2025-05-21 13:17:21.369383,고급,182,11,True
164,Neque accusamus unde blanditiis exercitationem illo nesciunt.?,"Placeat optio amet. Adipisci fugit magnam cumque.
Aliquid nam quia quia quia hic ea.
Sapiente blanditiis corrupti ea iste voluptatem. Explicabo deleniti quod provident quae animi impedit rerum.
Pariatur ea deserunt illum. Minima debitis consequatur totam. Expedita quasi natus aut quasi beatae quaerat.
Distinctio repellat beatae aut perspiciatis magnam. Facere laborum quasi quia nemo. Voluptatem quae sequi porro in quam.",2025-03-07 14:03:32.862949,초급,409,69,True
165,A sed atque nobis aliquid recusandae tempora maxime architecto.?,"Eos quibusdam neque tenetur magni atque. Mollitia cumque consequatur inventore blanditiis perspiciatis culpa. Ea necessitatibus quas magnam cumque consequuntur sit dignissimos.
Ratione nobis sequi ratione quo recusandae. Quisquam non molestias temporibus voluptates delectus possimus. Nesciunt sint architecto vero.
Animi eius unde qui ea alias. Commodi aut voluptate temporibus quas soluta.
Provident fugiat deserunt itaque laudantium nemo cupiditate. Inventore voluptates eius eveniet consectetur.",2024-10-02 02:54:43.065594,초급,103,14,False
166,Harum recusandae neque ut fuga natus.?,"Enim ex cum beatae voluptatum molestiae error. Sunt ut iusto commodi occaecati. Maxime dolores vel laudantium corrupti et ducimus.
Iste id illum voluptates optio debitis occaecati.
Esse error cum fuga quasi eius. Libero recusandae excepturi unde.
Nostrum odio rem soluta. Modi corrupti minima quas non inventore consectetur.
Quis distinctio atque eos. Vitae sunt asperiores. Debitis nostrum alias quisquam provident porro.",2024-06-24 11:15:00.449276,초급,531,14,True
167,Id ratione maiores facilis ratione vitae nihil.?,"Eaque deleniti ex quam voluptatibus ipsa. Occaecati officia vitae iste ea.
Ab facilis minus eos doloremque. Assumenda incidunt quasi cum enim doloremque quae dicta. Quod eius dignissimos.
Debitis ab dicta non provident. Nobis quaerat cum fugiat. Dolores similique ducimus sequi exercitationem vitae.
Nisi dolore natus impedit. Asperiores iusto iure quae. Animi asperiores rerum.
Ratione ab repudiandae rerum. Dignissimos repellat iste a. Deleniti nemo reiciendis laborum recusandae.",2024-11-26 03:40:38.137667,초급,581,18,True
168,Explicabo voluptas recusandae qui deserunt consequuntur facilis asperiores.?,"Pariatur labore vel maiores. Nihil possimus deleniti magnam repellat amet quod. Tempora temporibus pariatur nisi quia quasi ducimus aliquid.
Odio beatae libero rem quam nihil. Reiciendis atque aliquam odit autem facilis.
Mollitia perferendis earum. Doloremque laudantium repellat ad asperiores occaecati laudantium quo. Nobis perspiciatis ea molestiae ipsam nihil officia.
Temporibus ipsam provident rerum quos. Beatae nihil dicta eveniet quia.
Sint ab harum repellendus. Quae nisi laboriosam.",2024-09-28 11:54:26.339985,중급,110,67,False
169,In pariatur quisquam rem doloremque tenetur cumque voluptatum vel sit iste.?,"Temporibus pariatur ea. Hic sunt praesentium inventore iure veniam facilis. Culpa sapiente ea tempore rerum doloribus distinctio repellendus.
Reiciendis temporibus soluta. Adipisci tenetur neque quo. Quis voluptatibus eaque nemo quo recusandae repudiandae.
Laudantium a deserunt repellendus. Odio iusto necessitatibus eum voluptas saepe.
Eos quidem explicabo. Maxime illo natus eaque. Cumque fugiat exercitationem porro reprehenderit excepturi enim.",2024-07-14 03:25:54.491644,초급,706,73,False
170,Consectetur cupiditate atque illum modi.?,"Sunt aut minima asperiores magnam soluta ex. Consectetur non natus cupiditate nam officiis accusantium. Assumenda dolore cum.
Ratione optio ipsam aliquid. Maxime dolorum itaque assumenda ratione. Omnis ipsa consequuntur dolorem corporis autem sapiente.
Consequatur perferendis facilis eum. Ab saepe eos corrupti illo rem velit. Magni voluptas nam assumenda dolorem aliquid.
Corporis facere occaecati reprehenderit. Debitis enim eos quaerat dolor illum. Qui harum perspiciatis.",2025-01-02 19:04:06.259081,중급,882,91,False
171,Iusto esse nesciunt ratione repudiandae repellat nulla nam commodi.?,"Aut molestias labore nesciunt rem facilis omnis. Necessitatibus impedit eligendi alias.
At quidem cumque ducimus aut voluptatum tempore ullam. Tempora possimus doloribus quisquam magnam aspernatur totam porro. Aspernatur temporibus recusandae officia officia ex voluptate. Veniam distinctio mollitia placeat qui at.
Odio delectus doloribus quia doloribus. Enim sequi impedit nulla architecto illo nulla.
Cupiditate tenetur impedit et.",2024-10-06 18:20:37.801536,중급,299,88,False
172,Vitae quod modi unde harum consectetur doloremque vel tempore.?,"Minima quod vel in iusto atque. Consequuntur iste labore libero non itaque quis. Odio omnis nisi dicta libero tenetur. Deserunt voluptates dolor nulla iste esse.
Ad officiis officiis eaque. Alias maxime eveniet porro perferendis error optio. Incidunt deleniti quam cumque.
Sed voluptates sequi quia recusandae. Magni rerum fugiat ex id facere alias. Praesentium minus facilis nam veritatis recusandae.",2025-01-03 01:07:15.554571,중급,283,55,True
173,Impedit animi quibusdam doloremque magni modi omnis sed enim reiciendis.?,"Id doloremque sequi enim corporis eveniet. Libero tenetur nam omnis vero. Veritatis officiis ipsa totam.
Eveniet earum maiores repudiandae voluptatibus architecto.
Fugit officia dolor facere.
Doloribus officiis consequatur. Magni officiis laborum ipsum sit inventore repudiandae.
Ut natus fuga corrupti fugiat. Reiciendis similique nemo nostrum voluptatum. Nihil debitis reprehenderit rerum. Aut sit in.",2025-01-23 12:19:51.394747,중급,360,67,False
174,Earum fugiat sed eum assumenda maiores sequi ad inventore optio unde.?,"Officiis quae perspiciatis assumenda praesentium explicabo nemo. Ipsam occaecati architecto.
Corrupti aut dolores nihil magnam facilis porro. Dolor ad in ducimus similique voluptatem tenetur. Ratione blanditiis porro voluptate reprehenderit tempore sit.
Quod nobis quos dicta harum. Aliquid ipsum consequuntur totam harum. Suscipit voluptas dolorum.
Assumenda asperiores molestias aliquam beatae. Facilis quibusdam voluptas natus facere culpa. Doloremque porro nostrum alias rem.",2024-08-25 04:26:51.040031,고급,535,28,True
175,Voluptates ex commodi repudiandae.?,"Minima aspernatur ex expedita voluptates animi itaque. Dolorum quos ad sed aliquid quis nobis. Corporis deserunt accusamus velit magnam quasi sequi. Totam illo iusto consequatur excepturi perspiciatis hic fugit.
Repellat illo reprehenderit quo cum distinctio iure. Natus incidunt aspernatur iure sed magnam accusantium cum. Sed molestias tenetur quibusdam quibusdam illum.",2025-02-16 09:37:51.793270,고급,743,78,True
176,Unde saepe deleniti soluta.?,"Impedit unde corrupti corporis pariatur soluta. Ducimus eum molestias in quae.
Dignissimos a omnis. Dolor cupiditate placeat mollitia. Sequi voluptas veritatis dolore eos ea.
Ullam necessitatibus iusto magni. Autem consequuntur praesentium beatae quia.
In aperiam occaecati nulla impedit. Ullam asperiores enim sunt quia pariatur inventore. Dolorum temporibus voluptate officiis. Magni asperiores quaerat sunt et rerum.",2025-02-27 04:46:06.055220,초급,576,84,True
177,Repellendus explicabo sapiente nulla enim.?,"Perferendis aspernatur dolores aliquam maxime commodi. Sapiente deleniti inventore dolores sequi. Autem aut vel optio.
Eligendi similique sint blanditiis eius molestias. Ipsum iusto labore delectus in iste sed dolorum.
Quasi officia accusantium eaque. Nesciunt unde odit rerum neque laudantium doloremque. Doloribus molestiae est sed.
Natus maxime nihil adipisci rem aliquam. Incidunt qui ullam id quod. Earum nisi a praesentium sequi nulla.",2024-07-10 22:50:44.945877,초급,960,43,True
178,Error error aliquid distinctio sapiente ipsa aliquid explicabo.?,"Neque nemo culpa eaque. Excepturi esse deleniti quo veniam nam. Eos officiis quaerat quis veritatis.
Natus optio ratione fuga. Ipsa repellendus facilis perferendis hic illum. Accusamus ducimus sint cum.
Dignissimos impedit officiis aliquid. Quia distinctio sequi nemo quaerat.
Tempore consectetur eveniet. Laudantium architecto atque asperiores animi unde ab.
Earum ipsum suscipit repudiandae eius. Alias aperiam illum eveniet tempore vero.",2025-05-19 13:13:31.315578,초급,929,2,True
179,Velit dignissimos animi ex deleniti praesentium consequuntur porro illo itaque.?,"Reprehenderit sed placeat id voluptatum earum velit. Rem placeat voluptatem doloribus.
Ad perferendis exercitationem dolores adipisci. Nisi assumenda odio consequatur delectus eos.
Aperiam maxime doloremque odit est similique ex. Corporis voluptas totam praesentium nemo amet ab voluptas. Quasi doloremque rerum perferendis.
Consequatur dolore ipsum quis laborum. Quidem quasi repellendus perferendis. Adipisci fugiat dicta laudantium magni expedita eligendi.",2024-12-27 11:02:27.182581,고급,693,19,True
180,Veritatis architecto enim eius dicta neque.?,"Quasi blanditiis inventore. Commodi ab doloribus quasi dolore velit.
Aliquam labore rerum reprehenderit accusantium. Ipsa nobis veritatis minus. Dolor vitae blanditiis officiis quibusdam facere quia.
Quos culpa tempore saepe. Provident perspiciatis soluta sapiente enim.
Tempore rerum quod dicta beatae occaecati. Occaecati excepturi similique.
Culpa placeat ullam vero dolorem maxime illum perferendis. Iure corporis beatae sunt illo iure.",2025-01-11 03:51:04.538137,중급,499,7,True
181,Facere quibusdam voluptatibus quidem officia.?,"Iure ut dolorum. Asperiores officia mollitia assumenda iusto.
Reprehenderit doloribus eligendi enim eligendi ea tempore. Totam ea porro at libero nulla omnis at.
Accusamus optio molestiae iste provident. Labore at esse impedit sit in amet. Est tempora facere in.
Dolores aliquid nesciunt impedit voluptatibus repellat occaecati. Aliquid possimus quia nulla aspernatur pariatur tempora dignissimos.",2024-09-11 19:12:37.182699,초급,549,25,False
182,Laboriosam consequuntur sint vero vel dolorem harum voluptatum quo.?,"Perspiciatis sequi rerum perspiciatis. Expedita assumenda sunt aut cumque tempora. Autem quaerat quidem.
Autem culpa sint nulla est ut quos vel. Totam voluptate numquam ipsum dignissimos aliquam numquam. Suscipit quas nostrum exercitationem maxime.
Ipsa eum deleniti. Aut odit ut.
Mollitia voluptate quasi tempora adipisci excepturi. Accusantium dolorum sapiente.
Commodi excepturi nemo ipsam itaque. Autem ea eveniet ex porro autem.",2025-03-27 17:53:42.084919,중급,934,16,True
183,Animi repudiandae adipisci fuga libero.?,"Laudantium temporibus praesentium odit. Voluptatum deserunt recusandae illo alias suscipit mollitia.
Libero repellat cumque impedit eos. Optio corporis provident error assumenda. Ad officia corporis fuga omnis.
Quia unde quaerat ducimus. Dolor voluptate reprehenderit repellendus eaque molestias porro. Enim impedit repellat necessitatibus sint maxime impedit non.
Sequi placeat voluptatibus quae. Quia neque consequatur.",2025-05-26 00:51:59.609482,고급,392,68,False
184,Enim voluptatibus fugit tempore veritatis nihil consectetur.?,"Odio hic mollitia dolore. Quos ducimus repudiandae maxime nemo.
Reprehenderit nobis ducimus quis dolor. Id consectetur laudantium atque tempora possimus maiores. Vitae repellendus quidem rerum architecto quo dolorum. Illo assumenda veritatis ex.
Consectetur autem sunt dolor voluptatem natus. Aut qui libero quasi. Magnam sit minima quidem.
Culpa neque modi earum. Deserunt eaque facilis itaque facilis. Iusto aliquid error quos. Excepturi incidunt perspiciatis ut totam perspiciatis.",2024-11-13 08:20:10.681286,초급,358,92,True
185,Nostrum consectetur sequi nobis quam nam.?,"Delectus illum placeat consectetur modi esse dolorem. Qui labore fugiat iste magni deleniti molestiae. Tempore quibusdam expedita adipisci dicta.
Iure veniam beatae minima quos hic. Aspernatur tempore perferendis laborum rem voluptates inventore.
Iure repellat numquam tempora ullam beatae. Aspernatur labore deleniti expedita quasi. Natus hic velit modi commodi doloremque dolor.
Fugiat excepturi deserunt facilis fuga.
Repellendus qui autem nesciunt. Illum suscipit perspiciatis soluta voluptatum.",2024-10-20 02:50:49.834385,초급,181,82,True
186,Molestiae inventore ut sed fugiat repellendus ut aspernatur.?,"Ullam nam consequatur in aliquam. Hic voluptate iusto.
Voluptatum nesciunt doloribus illo dolorum. Laborum ipsam rem vero debitis eligendi.
Repellendus vel quod cumque. Qui repellendus temporibus ducimus non.
Molestiae incidunt tempora alias.
Illo vel facilis reiciendis a eveniet. Delectus temporibus nisi accusamus ipsum dolorum eius. Ratione aut dolore iste illum. A laborum beatae pariatur libero soluta.",2024-10-26 21:35:56.066778,고급,418,67,False
187,Quasi cum quod optio deserunt quasi dolorum aliquid odio.?,"Eveniet officia nihil itaque laboriosam occaecati eos. Quis maxime eius ex praesentium esse. Voluptatum expedita odit sint libero.
Accusamus dicta doloribus minus consectetur autem. Vitae vitae voluptatibus occaecati iste accusantium nemo est.
Cumque rerum temporibus architecto beatae excepturi. Eum fugit beatae totam eveniet. Assumenda delectus aspernatur in iure repudiandae quaerat porro.
Consectetur deserunt rem. Eligendi illo animi explicabo a voluptatibus praesentium.",2024-06-23 17:09:07.941879,고급,64,5,True
188,Impedit aliquam molestias eius.?,"Nostrum ullam aliquam doloremque ab. Error unde error dolores error. Tempora voluptate eveniet fuga expedita.
Consequatur deleniti expedita eum et quisquam. Ullam repudiandae fugit ipsa.
Repellendus magni libero totam consequuntur ut nesciunt accusantium. Possimus aspernatur doloremque recusandae neque voluptates ipsam. Voluptate fugiat natus quisquam.
Pariatur hic alias hic. Voluptas expedita quae similique architecto totam harum. Magnam earum pariatur saepe.",2024-08-07 16:53:18.244321,중급,620,69,True
189,Qui quas eaque natus quos veniam provident.?,"Quaerat nulla esse beatae. Omnis quae repudiandae labore.
Officia voluptas voluptatibus quo veniam deserunt. Consectetur officiis voluptatem earum consequatur iure illo. At provident quaerat exercitationem. Voluptatum perferendis eligendi similique iure earum.
Aspernatur fuga expedita. Nam nam recusandae laudantium illum commodi.
Placeat quas officiis assumenda tenetur enim. Ipsam explicabo eum recusandae voluptatum consequuntur a eius. Repudiandae beatae ipsum a eius.",2024-08-16 06:19:27.221552,중급,403,18,False
190,Sed ullam non odit voluptates.?,"Aliquam aperiam quaerat et eaque. Error deserunt delectus reprehenderit dicta saepe. Cupiditate sint maiores.
Maiores doloribus natus unde.
Maxime alias amet iusto. Totam ipsa magnam quisquam excepturi repudiandae.
Quo aperiam nemo. Incidunt tenetur esse.
Hic alias animi voluptas. Non quasi quam esse ullam. Blanditiis sapiente officiis fugit possimus distinctio.",2025-02-05 00:32:43.626930,초급,464,94,False
191,Fugit veniam voluptates magni nostrum consequatur numquam est eius quam natus.?,"Ex illo totam quibusdam deserunt molestiae. Fugiat vel in rem necessitatibus.
Praesentium omnis modi modi quos numquam. Possimus quae vel vero eligendi aliquid aperiam nostrum.
Explicabo modi nobis consequuntur optio. Ipsa est iste quaerat asperiores. Totam harum nostrum dicta itaque temporibus.
Facilis sint sequi et voluptate mollitia nostrum. Ab repellendus saepe voluptatibus vero quam. Sapiente recusandae sapiente sequi.",2024-06-20 11:39:46.098035,고급,403,65,False
192,Similique libero quas quo ipsam quia aperiam corporis sequi assumenda.?,"Debitis vero libero ab dolores sequi facilis. Rem quo autem. Impedit blanditiis nihil quia minima perferendis.
Corporis voluptatum perferendis vel cumque sed. Explicabo eveniet dicta optio eaque deserunt pariatur. Adipisci soluta et assumenda soluta dolorum.
Necessitatibus nostrum quaerat esse sint earum culpa. Quas commodi hic hic laudantium modi molestias. Totam animi dolores. Libero blanditiis dolor praesentium ab occaecati.",2024-11-14 01:52:04.721824,중급,132,89,True
193,Illum quaerat ipsa dignissimos assumenda.?,"Vel sequi eveniet sunt.
Architecto saepe ut ex. Itaque earum commodi sint. Dignissimos tempora facilis veniam minus debitis veniam.
Modi harum facilis. Quam nulla animi. Aut dolore esse officia repellendus vel.
Sed blanditiis quod accusamus maiores unde nulla. Pariatur debitis explicabo optio vitae.
Similique voluptas cupiditate magni occaecati voluptatem excepturi. Quod corporis optio quos. Repudiandae ullam cumque.",2024-10-15 05:35:19.812000,고급,400,67,True
194,Enim earum nobis veniam assumenda illum aperiam adipisci quos quae.?,"Modi fuga beatae voluptas delectus neque porro. Numquam quam quibusdam veniam.
Atque quia dolor quisquam. Quisquam nisi molestias explicabo deleniti.
Expedita necessitatibus qui aperiam nihil in enim voluptates. Blanditiis temporibus tempora temporibus aliquam dolorum itaque. Sequi magni excepturi nesciunt quasi harum velit.
Quae facere laborum quia rerum ea sapiente. Mollitia minus repudiandae ut vero alias. Excepturi id quibusdam itaque itaque cupiditate.",2024-12-07 01:37:27.143463,초급,566,1,True
195,Eum reiciendis explicabo consequatur voluptas ipsum similique.?,"Quibusdam ex officiis vitae unde soluta autem. Modi eum consequatur corrupti laboriosam nobis.
Ratione animi temporibus ducimus deserunt quia.
Ea voluptatibus eaque incidunt. Cupiditate exercitationem blanditiis et repudiandae aperiam officiis.
Officiis consequatur dignissimos et expedita delectus a sequi.
Fugiat delectus nostrum commodi aliquid repellat repellat ab.",2025-05-01 11:20:01.247433,초급,977,93,True
196,Accusantium perferendis magni facere.?,"Facilis exercitationem quisquam perspiciatis. Facere rem nostrum. Quidem minus possimus eum possimus soluta dolores sunt.
Aut id repellendus placeat harum quis distinctio rerum. Explicabo laudantium numquam tenetur.
Incidunt molestias inventore quisquam natus reiciendis. Numquam veritatis iusto aperiam qui.
Aut iste iste. In vitae maiores ipsam recusandae provident autem. Consequuntur cupiditate numquam accusamus illum nemo totam magnam.",2024-10-15 21:53:28.686531,고급,673,16,True
197,Asperiores sint beatae id alias dicta deserunt.?,"Magnam veritatis pariatur delectus. Consequuntur adipisci vel vel quis magnam qui.
Aliquam beatae earum. Assumenda nulla molestias dolorum doloribus.
Porro placeat nostrum velit ab fugit voluptate. Qui nesciunt tempore repellat odio officia.
Laborum numquam enim sapiente omnis ipsam molestias reiciendis. Nemo veritatis mollitia ut illum. Alias molestias blanditiis doloribus deleniti minima iste distinctio.",2024-07-12 00:47:33.577203,중급,937,51,True
198,Delectus molestiae sequi voluptatibus provident repudiandae ducimus voluptates.?,"At tenetur reprehenderit quam porro dolorem amet.
Velit qui suscipit unde. Quidem cum accusamus exercitationem maxime autem facere. Autem culpa tempora expedita. Magnam molestiae doloribus aspernatur reiciendis magni quia.
Inventore accusamus nulla. Iusto fugit expedita delectus fugiat.
Voluptas vel ex culpa magni ullam harum. Veniam amet sunt delectus quia exercitationem.",2025-03-31 15:10:25.119648,중급,106,39,True
199,Praesentium numquam quia dolore distinctio natus explicabo.?,"Laborum molestiae deleniti harum animi ab corrupti. Optio similique minus aperiam maxime esse ipsam.
Doloribus repellat quam aliquid vel. Sunt debitis fugit sunt qui hic.
Dolorum et ullam voluptate. Sapiente possimus unde. Unde assumenda eligendi alias nihil.
Iusto sit ex doloribus officia nostrum at. Consectetur delectus natus at dolorem.
Vel explicabo sunt possimus harum. Tempore ratione error.",2024-07-19 01:19:29.959169,초급,431,83,False
200,Nisi recusandae maxime suscipit sint eveniet vitae placeat earum.?,"Minima esse cumque ipsa eaque recusandae.
Repellendus sint ea modi laborum. Rerum est dolorum quasi cupiditate aliquam.
Quisquam rerum eius voluptatibus animi. Sit veritatis quibusdam omnis blanditiis ab. Aspernatur nemo corrupti optio architecto natus vitae.
Animi recusandae necessitatibus quis sequi nam dolore molestias. Voluptas inventore eum nobis quas consequuntur quisquam ratione. Assumenda saepe quia quas distinctio. Quo reprehenderit quisquam natus earum.",2025-03-26 17:07:45.954041,고급,100,88,True
201,Neque totam provident consectetur facere minus quo error.?,"Iure tenetur repudiandae eligendi et molestias. Consectetur molestias suscipit reprehenderit suscipit consequatur.
Sit ipsam quaerat sunt accusantium quisquam. Aperiam molestiae vitae vero excepturi. In porro nisi fugit laudantium debitis magni.
Ab cum quam repellat reprehenderit provident. Voluptatum tempore repellat ipsa. Necessitatibus sequi sed magni expedita saepe dolore.",2024-07-12 02:50:45.588420,중급,664,79,False
202,Officiis deleniti beatae asperiores doloremque reprehenderit atque similique porro quibusdam.?,"Non numquam veritatis eum accusantium sequi. Ab quod pariatur ducimus possimus maiores dolores.
Vitae praesentium itaque nobis. Porro velit consectetur necessitatibus molestias ex eum tempora. Ratione eligendi impedit esse vitae.
Expedita harum provident ex minus voluptatibus. Ut consequatur ipsum modi culpa. Distinctio sapiente dolore molestias quis. Dolore porro fugit necessitatibus harum natus veritatis.",2025-05-15 04:19:27.871659,중급,916,81,True
203,Quibusdam placeat tempore non inventore maxime.?,"Sapiente dolorum provident ipsa. Cumque sed iusto et.
Molestias quibusdam vero consequatur id. Laboriosam sed excepturi laboriosam animi. Aliquid ut saepe cupiditate facilis possimus velit.
Sapiente ut quas fuga vero quaerat distinctio. Unde fugiat laboriosam at.
Voluptate ab fuga cupiditate sit.
Officia qui sequi sapiente quo sed laboriosam. Optio animi quisquam.",2025-05-15 00:45:20.894910,고급,884,100,True
204,Doloremque quaerat doloremque ex vitae facere blanditiis dolorem nesciunt veniam.?,"Accusantium quam nihil molestias cum. Vel enim beatae beatae. In quis sapiente.
Consectetur iusto iste suscipit. Rem corrupti repellat expedita cupiditate doloremque.
Quam nulla fuga quisquam. Consequuntur quas magni ea illum ab aliquid. Laudantium deleniti dignissimos. Aspernatur aut assumenda deleniti.
Facilis assumenda itaque possimus accusantium perferendis ex. Dolore nisi odit quo eveniet.",2024-10-07 12:18:25.370999,중급,770,98,True
205,Quis maiores voluptates saepe tempora autem enim deleniti.?,"Eveniet provident tenetur delectus cupiditate sit. Molestias architecto rerum repellat.
Aspernatur vitae illo non. Pariatur praesentium voluptatem. Delectus sit hic molestiae deleniti. Pariatur eius quibusdam dolores corporis.
Expedita natus saepe recusandae accusamus illum libero quod. Suscipit accusantium fuga aliquid maiores. Ab tempore quidem minus ipsam.",2024-12-29 03:48:22.197374,고급,881,46,False
206,Optio nihil eum dolorum fugit quia.?,"Quibusdam sit harum magni. Ut reprehenderit magnam sed itaque vitae. Sed itaque praesentium corporis impedit id hic.
Deserunt rerum molestiae distinctio. Magnam hic accusantium vel repudiandae quasi.
Ipsa esse sequi quia magnam soluta possimus. Nesciunt exercitationem quae.
Inventore ipsa illo ea ab. Eius adipisci architecto error. Officia velit delectus optio. Repellendus cumque accusamus dolore odit.",2024-12-03 10:42:52.976768,중급,113,25,False
207,Ad facere aliquid doloribus praesentium delectus vero aperiam vel.?,"Ab est libero quidem doloremque. Quo dolor magnam magnam aspernatur nobis.
Quibusdam rerum odio doloribus dolores reiciendis alias. Ex eos quod non libero quidem quasi. Tempora nihil soluta ratione reprehenderit.
Quod natus neque totam sapiente minus iure. Ad iure quos quo nisi recusandae laborum aspernatur.
Itaque ea mollitia possimus fuga. Accusantium ut impedit rerum. Modi quaerat necessitatibus cumque quo.",2024-06-23 06:52:55.007902,고급,563,51,True
208,Odit voluptatum quos porro unde voluptatibus ipsam voluptatem molestias accusamus.?,"Ut eligendi beatae commodi quidem perferendis ratione. Ratione aspernatur sapiente assumenda magni.
Explicabo voluptatem maiores vero corporis fugiat cum. Quod eos voluptate iusto aperiam. Distinctio ab quaerat nemo accusantium maiores.
Dolorum nam fuga dolorum. Distinctio delectus iste placeat aspernatur reiciendis error numquam. Repellendus tempora nobis officiis.
Illo dicta ipsam itaque reprehenderit alias. Et delectus architecto officiis sequi quia exercitationem.",2024-12-26 09:08:01.138794,중급,359,43,True
209,Tempora doloribus ullam dolores inventore quisquam atque.?,"Amet aliquam accusantium veniam. Doloremque placeat vel.
Ut expedita facere magnam praesentium fuga. Numquam vel modi consequatur aperiam quaerat enim cupiditate.
Magnam nesciunt eveniet rerum vel delectus. Animi unde maxime provident expedita quibusdam fuga vel. Odit perspiciatis maxime reprehenderit laboriosam.
Et animi impedit in. Ab fuga dolores.
Voluptate ex beatae fugit. In tenetur eaque architecto at. Soluta officia molestias veritatis unde iusto inventore.",2024-08-22 18:47:03.036060,초급,524,93,False
210,Deleniti sapiente hic maiores.?,"Nobis quis enim itaque. Quos mollitia ab atque tempore.
Voluptatibus adipisci corrupti doloribus voluptates totam. Praesentium consequuntur autem dolore sit earum voluptas dicta. Quibusdam doloremque suscipit sapiente eveniet quis.
Voluptas adipisci quidem beatae sequi. Natus voluptatibus non rem vitae fugiat nisi. Laudantium facere veniam exercitationem ad cupiditate amet.",2024-08-26 02:53:35.803869,초급,894,97,True
211,Ducimus excepturi quos maiores provident tempora in.?,"Ipsum mollitia quos quae maiores eligendi. Perspiciatis eius natus dolores ut. Totam ab neque cum quasi odio.
Repellendus quaerat iste rem nisi voluptas officiis minima. Amet minus quaerat dolores pariatur tenetur.
Nisi eligendi accusamus architecto. Minus provident vel illo quae sint vel.
Laboriosam autem facilis facere earum fugiat. Recusandae odit molestiae asperiores.
Eaque nobis ipsum sapiente. Quasi voluptatum ullam suscipit deserunt numquam deleniti.",2024-06-25 08:29:36.302449,고급,662,14,False
212,Dolorem nemo accusantium recusandae quas pariatur laudantium.?,"Quaerat ea eaque cum unde quibusdam. Accusamus occaecati dolores nihil ad veritatis. Numquam aliquam cumque harum eum quaerat distinctio a.
Officia maxime repudiandae quisquam dolorem. Nemo doloribus voluptate mollitia fugiat harum atque voluptatum.
Inventore quaerat consectetur eos itaque quidem. Doloribus quos nisi excepturi consectetur quisquam recusandae. Non neque deserunt dicta error excepturi repellat laborum.
Voluptate eligendi sequi similique itaque. Assumenda voluptas illo velit iure.",2025-05-08 11:53:16.268743,고급,95,42,True
213,Similique illo nesciunt error dolorem.?,"Tempora ut quibusdam.
Aut ea excepturi reprehenderit quas. Nulla soluta et impedit sit. Tenetur debitis nisi facilis velit voluptatibus porro culpa. Nobis natus ad eum ipsum enim porro.
Nobis voluptatibus asperiores natus numquam quia. Quae laboriosam ipsam non dolorem. Error voluptatum quasi temporibus porro minus nostrum ab.
Delectus beatae provident ipsum vel quam. Totam incidunt velit qui.",2025-01-17 18:46:37.897892,고급,215,25,True
214,Ad assumenda quaerat temporibus inventore nulla repellat.?,"Consectetur ea cupiditate labore cumque eveniet eos. Quos dolor odit impedit cupiditate. Esse asperiores architecto dolor laborum eos.
Quod accusantium in veritatis doloribus tempore. Incidunt suscipit fuga laudantium quibusdam commodi. Quae voluptatem quisquam possimus ad hic distinctio occaecati.
Accusamus pariatur quia. Labore dolorum ipsum maxime aliquid. Cupiditate ipsum rerum corrupti in adipisci minus enim. Nisi excepturi dolorem blanditiis.",2024-09-15 01:41:04.740486,초급,925,30,True
215,Possimus asperiores enim cupiditate eos.?,"Ullam distinctio illum fuga voluptatibus labore laudantium numquam. Animi nulla exercitationem tempora itaque impedit.
Laudantium dolore sit dolor odio. Sunt dolores cupiditate consectetur distinctio dicta totam. Sequi similique nulla similique.
Voluptate ad accusantium quis. Accusantium corporis voluptatum amet. Harum deleniti quis officiis. Dolores recusandae eveniet ratione eos velit neque.",2024-06-14 13:38:43.706292,고급,464,31,False
