question_id,title,content,category,created_at,views,likes,is_resolved
161,Debitis quam minima enim placeat.?,"Porro nostrum molestiae earum quo. Quaerat maxime reiciendis repellat ipsa. Officia ut quos libero commodi.
Expedita quam sapiente quasi consequatur consectetur iste. Asperiores fugit facilis.
Fugit temporibus quisquam voluptates commodi esse repudiandae. Possimus adipisci reprehenderit laborum quas rem.
Necessitatibus ut nostrum commodi fugit inventore voluptates voluptate. Ad eum doloribus nostrum reiciendis id. Amet molestiae pariatur doloremque aliquam commodi expedita.",건강,2025-02-25 13:47:21.446331,575,10,True
162,Provident omnis quaerat sunt.?,"Nam soluta tenetur cum quia atque. Ipsam dicta dolore perferendis dolorum error nesciunt praesentium.
Totam dolore quas dignissimos voluptas quisquam. Quaerat corporis officiis nobis vel nemo. Accusamus praesentium vel alias inventore.
Quae quaerat labore assumenda excepturi accusamus reiciendis. Iusto laborum iure officiis voluptas sit.
Excepturi vel quam consequatur aspernatur totam at.",취업,2024-10-21 16:25:53.665427,577,95,True
163,Occaecati amet occaecati assumenda atque.?,"Expedita cupiditate iste amet. Quos porro quas quia distinctio exercitationem officiis. Ex ab fugiat nobis distinctio assumenda veniam.
Sit facilis autem possimus doloremque voluptatem. Eos voluptates reiciendis harum nulla.
Tempora quas blanditiis dignissimos nostrum magni explicabo.
Ipsum excepturi deserunt ratione sit dolor. Laudantium saepe voluptatum. Incidunt excepturi eveniet tempore.",학습,2024-12-10 17:12:24.339862,570,70,True
164,Cumque delectus laudantium asperiores autem.?,"Voluptatum perspiciatis veritatis accusamus temporibus neque. Fugit debitis nam dolorem ipsa minima. Earum enim aperiam quos dolorem cupiditate.
Quisquam adipisci distinctio corporis. Harum atque similique mollitia distinctio. Esse esse blanditiis ea.
Dolores aperiam dicta modi porro odit animi nostrum. Non voluptate dignissimos. Eaque corporis necessitatibus.
Doloribus sequi minima id omnis. Tenetur iste neque officia.",생활,2024-11-13 09:14:40.383891,373,22,False
165,Tenetur perspiciatis earum molestiae totam et laboriosam.?,"Voluptatem velit vero enim numquam neque dignissimos. Excepturi omnis autem. Reprehenderit optio repellendus accusamus voluptatum.
Id voluptas animi voluptatem fuga vitae autem non. Consequuntur sed deleniti ducimus provident ipsa.
Et nihil suscipit minus sed. Sequi voluptate architecto occaecati. A repellat amet suscipit.
Tempora eveniet a suscipit non cupiditate magnam. Saepe sed repellendus velit doloremque blanditiis sequi.",생활,2024-11-18 00:22:58.469352,765,65,False
166,Neque nisi ea maxime reprehenderit tempora.?,"Sequi quo nisi soluta. Adipisci maiores dolorem maiores. Pariatur laudantium aliquam. Repudiandae aliquid perferendis et.
Distinctio ullam enim adipisci. Incidunt accusamus quas fugit aliquid similique.
Sunt quis dicta. Quisquam eius ea eum.
Nulla itaque sint dolorum consectetur consectetur nobis. Dolor quo praesentium quia praesentium nisi.
Magni inventore reprehenderit totam. Minima ut quia aut odit quod quos pariatur.",학습,2024-12-23 12:16:10.052324,566,97,False
167,Nobis ab reiciendis fugit soluta incidunt.?,"Facere sunt rem fuga ducimus distinctio. Aliquam vitae incidunt expedita rem.
Cupiditate molestiae officiis enim. Error fugiat ut cupiditate modi. Optio iusto temporibus repellat maxime sapiente.
Nisi ipsum exercitationem. Animi ratione consectetur saepe quisquam vitae velit. Totam est fuga cum tenetur ducimus.
Odio neque dolor tempore hic possimus vel.
Occaecati pariatur mollitia. Ipsa non asperiores natus quaerat. Eius ipsum assumenda omnis saepe suscipit perferendis.",기타,2025-05-04 07:24:29.348482,532,11,False
168,Ducimus odit quasi numquam impedit et dignissimos adipisci.?,"Eaque aspernatur dolor itaque nihil accusantium id. Saepe exercitationem consequuntur recusandae saepe nihil. Illum quis vitae fugiat sapiente optio.
Perferendis consequatur cupiditate velit delectus atque unde. Incidunt vitae et.
Architecto perferendis nobis corrupti libero ut officiis. Quisquam repudiandae doloremque recusandae id ipsum assumenda facilis. Corrupti vitae odit rem ducimus tempora ea recusandae.
Eveniet dignissimos libero aperiam.",기술,2025-05-11 14:49:29.724710,31,67,True
169,Cupiditate quod dolore animi at a voluptatibus nesciunt iste quaerat.?,"Modi facilis harum laborum suscipit nisi ab libero. Impedit modi beatae.
Repellendus repudiandae autem dolorum maxime porro eos. Minus ab veniam.
Nihil dolorem voluptatum.
Doloremque suscipit magnam eaque. Neque deserunt dolor dignissimos. Nulla quae nihil cum.
Est animi nam ratione debitis. Possimus veniam dolor harum. Ab quo reprehenderit tenetur minima tempore repellendus.
Quas eligendi distinctio dolorem recusandae delectus illo nostrum. Distinctio hic dolores possimus.",취업,2024-07-15 22:27:26.752148,328,90,True
170,Provident exercitationem atque excepturi quis magni vitae consequatur.?,"Dolor ipsum blanditiis ipsum. Sed amet iure. Quae sequi numquam sit quidem nostrum quod ab.
Saepe laboriosam aut corrupti nostrum. Ab enim nostrum velit nostrum ea mollitia. Praesentium id repudiandae quibusdam aperiam.
Dolore beatae sed fuga error. Sapiente repellat doloribus doloremque numquam possimus.
Fugit totam incidunt quod. Et cum possimus reprehenderit ipsa dignissimos. Aliquam nihil sapiente sint voluptates aliquam.",학습,2025-05-10 18:35:29.598603,362,42,True
171,Omnis nisi atque soluta a dolores sequi maiores.?,"Natus omnis sequi illum facere iure velit.
Hic veniam ratione magni tenetur dignissimos accusamus. Accusamus ipsa sed a. Minus praesentium veniam ea id necessitatibus.
Voluptates deleniti hic. Rerum molestiae veritatis consequuntur dignissimos provident.
Officia optio dicta veniam consectetur repellendus. Et pariatur sint adipisci eum quod.
Minus quae saepe possimus.
Odio corporis nam ex atque distinctio. Animi atque cum dolore fugit dolorem.",생활,2025-04-17 12:15:11.521370,358,8,False
172,Delectus dolorem doloremque accusamus.?,"Odio facilis necessitatibus ipsam placeat. Dignissimos omnis iste fuga illum reiciendis dolor.
Animi molestias aliquid adipisci placeat totam totam. Impedit vel voluptates placeat ab incidunt quae in. Unde at tempore laboriosam.
Error labore facilis id. Enim incidunt delectus architecto excepturi eaque esse. Eveniet mollitia numquam veritatis enim architecto laboriosam cum. Soluta magnam a consequuntur rem.",기타,2025-02-27 21:52:04.592738,211,15,True
173,Ea incidunt adipisci animi assumenda nulla quidem aperiam.?,"Ea sapiente velit officia. Voluptatum temporibus impedit quibusdam quae. Facilis molestiae eaque optio.
Error eaque maiores excepturi. Repellat totam nostrum atque corrupti voluptate modi. Libero ipsam incidunt architecto est dolorem placeat suscipit.
Totam autem eaque atque nulla suscipit recusandae. Cupiditate temporibus nulla.
Voluptatem quia sequi officiis voluptates amet.
Fugit itaque magni. At culpa esse quo. A porro vitae fugit facilis odit.",취업,2025-04-24 19:46:33.537929,81,90,True
174,Eveniet sed asperiores enim alias consequuntur fugit assumenda reiciendis earum.?,"Minus quisquam nulla labore suscipit. Architecto maxime perferendis ipsa occaecati esse amet. Atque corporis ad officia veniam. Accusantium odio autem eligendi enim illo.
Harum cupiditate possimus reiciendis consequatur. Eligendi impedit quaerat consequatur officiis.
Aliquam accusamus natus assumenda quo. Reiciendis sequi molestiae eius veniam dolor. Labore voluptatum tempore illum recusandae tempora veritatis.",건강,2024-11-23 06:04:18.713682,213,84,True
175,Itaque adipisci expedita facilis.?,"Aliquam eum esse perferendis similique. Et itaque cupiditate totam praesentium blanditiis asperiores.
Nisi nobis ad sequi dolorem officiis dolores placeat. Facilis adipisci soluta dolorem.
Dolorum necessitatibus eius numquam nihil.
Natus voluptatem fugiat nam vel. Facilis maiores fuga eius iste iste corporis mollitia.
Provident rem repudiandae laborum. Voluptate fugit voluptatibus. Perspiciatis adipisci ea aperiam.",기타,2024-07-04 19:30:17.709681,32,97,True
176,Placeat accusamus velit hic eius nostrum enim eaque quaerat hic.?,"Natus natus fuga pariatur a. Quae numquam occaecati dolore hic neque quaerat voluptates. Explicabo dicta illo iure tempora.
Dolorum doloribus quis inventore optio adipisci dolores. Velit nulla repellendus sunt harum dolores. Deleniti nemo rerum repellendus harum reprehenderit.
Dolore itaque numquam perferendis omnis. Quas libero ipsam illo id est. Fugiat magnam dolores dolore.
Sunt dolorum maxime ipsum. Commodi omnis ullam ex consequuntur qui. Impedit hic velit iste deserunt voluptate.",취업,2025-01-03 14:45:44.137619,584,85,True
177,Iure labore nulla corrupti reiciendis ducimus.?,"Ducimus consectetur deleniti fuga libero. Dignissimos quod error repellendus facere assumenda.
Suscipit nobis ullam deleniti dolorum. Perspiciatis hic dolorem ab reiciendis assumenda enim.
Eligendi tempore labore aliquid.
Esse nulla omnis sapiente molestiae expedita soluta. Labore quasi animi delectus nesciunt consectetur illo. Ipsum ab hic laborum tempore.",기타,2024-06-18 12:58:07.362610,452,91,True
178,Molestias quis quaerat cupiditate blanditiis nemo pariatur tempora repellat.?,"Nemo animi nemo. Voluptatibus quis rem natus officia dicta.
Amet sapiente officia maiores autem labore temporibus. Consequatur vel sunt sed. Maxime itaque praesentium in eum repellendus in.
Odit rem hic accusantium dolor. Eos saepe tenetur accusantium repellat ipsa doloribus.
Necessitatibus quia magnam perferendis doloremque est saepe. Dolore odit id quidem non ab.
Inventore quibusdam cupiditate. Cupiditate possimus delectus.",학습,2024-12-25 02:54:27.597611,845,75,True
179,Sed alias vitae iste molestiae rerum.?,"Expedita possimus corporis blanditiis saepe dolorum officia. Similique at soluta libero ducimus. Quasi earum sint debitis qui et. Autem quisquam quisquam ipsa.
Neque sequi dignissimos magnam. Possimus iste blanditiis.
Provident commodi nobis. Hic quisquam fugit tempora hic. Aliquid aliquam dignissimos at soluta dolorem itaque.
Eum aut atque ipsam ipsam consequuntur. Repudiandae similique voluptatum odit. Cupiditate id eum tempore minima.
Id earum repudiandae eius.",생활,2024-07-15 04:04:50.834904,551,48,False
180,Aspernatur sed fugit quia.?,"Laudantium beatae fugit iste doloribus eius excepturi. Vero mollitia atque tempora consequatur porro possimus. Rerum consequuntur ipsam veritatis vel beatae.
Nemo quidem saepe cupiditate natus ipsa tenetur. Amet quod a. Alias ea enim occaecati.
Debitis alias incidunt vitae esse temporibus facere. Modi culpa ullam doloribus deleniti quod.
Harum enim officiis. Iusto facere fuga aut provident.
Corporis hic repudiandae optio. Quam adipisci deleniti dolorum magnam illum officia.",기타,2025-05-19 13:33:41.060623,444,51,True
181,Fuga ab dolore fugit iusto voluptatibus accusantium harum possimus ut.?,"Iure eius hic veniam. Rem reiciendis harum nihil. Maiores nam unde dolorem mollitia esse distinctio. Vel ea dolores velit pariatur.
Expedita architecto id accusantium. Cumque quaerat a dicta illo consequuntur. Aperiam qui vitae provident quidem. Et sapiente in occaecati dolorem repudiandae velit aperiam.
Vitae impedit consequuntur error ut. Porro sapiente illum.
Velit sed eos porro at optio iure cupiditate.",학습,2024-07-17 17:43:56.293899,872,29,True
182,Explicabo magni amet quisquam vel illum labore omnis illo aliquam.?,"Neque et facilis repudiandae. Voluptate et accusantium optio neque.
Adipisci unde eos autem dicta perferendis officia.
Architecto ab quia dolor sapiente veniam maiores. Tempore dignissimos ipsum laborum rerum suscipit voluptatum.
Porro voluptas beatae eligendi. Rem laboriosam ut sapiente. Quia voluptatum quas suscipit quos necessitatibus corporis.
Labore hic at nisi. Possimus temporibus laudantium cumque deleniti ipsum.",건강,2024-06-10 16:30:04.251067,696,5,True
183,Asperiores nulla provident iusto assumenda deserunt rem molestiae.?,"Laborum deserunt totam.
Ipsam tenetur id harum. Odio minus similique incidunt provident cumque. Debitis saepe ex beatae ducimus.
Debitis doloremque quidem deserunt atque dolores. Minus quos fugiat voluptate dolores accusantium consectetur. Deleniti inventore rerum eligendi impedit.
Ullam molestiae officiis quaerat vel. Eius vitae laborum ex.
Nobis veritatis distinctio at. Nulla labore quis impedit saepe. Neque quod fugit ea necessitatibus.
Delectus culpa culpa.",건강,2024-12-22 19:04:29.570212,60,60,True
184,Dolor architecto error molestiae.?,"Ipsa deleniti facilis accusantium totam.
Delectus dolorem qui voluptatibus facilis accusantium. Cum alias modi consectetur autem accusantium corrupti. Inventore natus enim blanditiis impedit modi.
Ea ducimus totam rerum cumque velit id.
Molestiae porro fugit doloribus deserunt placeat quae. Repudiandae doloribus eos quo molestiae sequi. Accusantium explicabo saepe eos ipsa dolorum. Quas hic ipsam sunt tempore.",기타,2025-05-12 22:06:13.054098,826,94,True
185,Sunt molestiae possimus consequuntur ea quasi nostrum quia sapiente.?,"Minus dolores autem fugiat expedita. Tempore vero vitae magnam voluptatum voluptatibus.
Atque repudiandae tempore id occaecati ipsam. Maiores non impedit sint nostrum commodi. Libero eaque cumque mollitia facilis.
Dicta eveniet commodi neque natus. Natus repudiandae odit corporis.
Delectus voluptatibus debitis nihil. Beatae repellat autem neque voluptatum doloribus veritatis.
Mollitia modi blanditiis quo vero. Iure ipsam perferendis debitis quam. Consequatur quidem explicabo omnis autem.",건강,2024-09-13 13:11:02.416745,524,40,True
186,Blanditiis maxime sint laboriosam.?,"Ipsam occaecati iure libero commodi. Nam corrupti aspernatur est doloribus. Repellat explicabo officia voluptatem fugiat nesciunt fuga.
Vel et eum vel eligendi explicabo.
Consectetur illo nisi perferendis perferendis veniam voluptas. Commodi reiciendis ipsam quae.
Assumenda soluta quam nulla accusantium est ipsam. Enim voluptas vero adipisci. Sed odit atque architecto porro earum soluta fuga.",기타,2024-10-02 05:48:58.118892,230,80,False
187,Qui reprehenderit sunt officiis eligendi mollitia mollitia necessitatibus veritatis.?,"Ex tempora possimus totam voluptatem maxime. Magni minus vel deleniti.
Ex velit ipsum vitae expedita. Vero ullam possimus magnam nostrum possimus tempora sequi. Non veritatis recusandae velit suscipit.
A nihil quisquam nihil minus quae. Commodi mollitia assumenda. Consequuntur dignissimos occaecati laborum veniam accusamus veniam.",학습,2025-04-28 23:29:44.329334,873,48,True
188,Doloribus asperiores omnis saepe laboriosam maiores sed.?,"Quaerat laboriosam numquam saepe consequatur voluptas.
Occaecati natus doloremque delectus reprehenderit. Tempora hic quia laudantium rem doloribus.
Aliquid totam perspiciatis laudantium quos. Harum id unde magnam. Possimus natus officia facere laudantium explicabo dolorem.
Delectus facere mollitia magnam eveniet consequatur. Laborum deserunt sint.
Assumenda non inventore quis ab quisquam accusamus. Voluptatibus nulla officiis quia inventore quis.",건강,2024-08-21 18:11:00.304022,700,98,True
189,Officiis sit exercitationem expedita rerum aperiam.?,"Provident hic odio ab sint similique harum natus. Aliquid dolorum fugit ea nostrum.
Consequuntur voluptatibus veritatis repellendus quisquam exercitationem et. Ipsa aperiam eligendi impedit nostrum omnis adipisci et.
Rem voluptas perspiciatis maxime nisi quos debitis laboriosam. Modi magnam dolores ipsa hic deleniti.
Molestias sed ullam et.
Cum suscipit nesciunt qui. Tempora illo molestiae quae blanditiis ipsa.",취업,2025-02-23 08:09:35.281829,670,93,True
190,Incidunt soluta incidunt porro officia.?,"Eius vitae ratione quidem laboriosam illo dolore ipsum. Eius sed mollitia eos magni debitis aspernatur.
Minima nulla pariatur voluptatem maxime. Consequuntur alias cum ipsum iste ipsam velit.
Aperiam labore delectus quas aut quas. Quibusdam occaecati cum soluta deleniti.
Eveniet nesciunt veniam non officiis laudantium cum. Ea tempora quisquam sequi.
Sunt ea adipisci laudantium sed incidunt. Earum nulla fugiat eum.",생활,2025-01-28 02:35:39.788274,176,60,True
191,Sunt similique doloremque perferendis esse non ex voluptates expedita.?,"Facilis nihil earum quis nostrum. Iure pariatur reiciendis aspernatur. Rem neque consectetur porro modi ducimus.
Hic inventore natus quibusdam soluta quos. Inventore repellat officia dicta. Sint voluptas facilis at facilis similique eveniet.
Ipsum ea minus hic corrupti. Neque perspiciatis animi aperiam.
Provident officia consequuntur amet iste maiores culpa in. Ad tenetur ex explicabo iste temporibus iusto.
Esse odit aperiam sit fuga enim. Inventore modi temporibus odio ipsum distinctio ipsum.",건강,2024-07-24 06:51:11.053870,589,47,False
192,Illo minima aspernatur quo tempore.?,"Neque reiciendis quo consectetur. Laudantium nostrum unde rem facere temporibus explicabo. Tempora non est sit dignissimos illo.
Mollitia quia sunt in ex officiis. Dolores assumenda magnam quidem voluptatibus sit. Doloremque dolore consequatur aliquam.
Beatae veritatis voluptatem possimus fuga. Rem et accusamus eveniet.
Illum facilis earum expedita excepturi non dignissimos. Architecto perspiciatis earum veniam beatae. Aliquam quas accusamus et itaque error molestias.",건강,2024-10-31 16:08:10.116994,774,93,True
193,Mollitia harum vel architecto qui quisquam dignissimos eveniet exercitationem.?,"Ipsum enim est mollitia unde blanditiis vel consectetur. Ullam dolorum vero nulla ipsum illo. Ipsa assumenda quae.
Necessitatibus minus eum officiis animi.
Assumenda rerum ullam doloremque voluptatum blanditiis aut. Impedit veritatis omnis quaerat quasi recusandae.
Fugiat vero aut.
Cupiditate mollitia saepe animi iste eos laudantium earum.
Harum vitae velit dolorum harum. Beatae debitis culpa dolorem recusandae ratione. Eligendi ipsa perferendis asperiores doloremque et.",생활,2024-11-07 18:27:28.943995,895,78,False
194,Pariatur dignissimos inventore vel impedit debitis officia eaque.?,"Vel a voluptas error assumenda repellat animi. Ea aliquam culpa harum sint incidunt tenetur. Eum deleniti ipsa magnam dolorum.
Earum dolor et possimus. Odio harum placeat consectetur sint dolore ipsam nesciunt.
Repellendus minus blanditiis occaecati maxime iure. Officia veniam ducimus maxime deleniti iste.
Quas id magni. Quasi cumque assumenda molestias. Neque neque blanditiis sequi corrupti.
A quas veniam cupiditate. Ex sequi dolor sunt.",학습,2024-11-10 15:56:50.268920,565,34,True
195,Ab doloribus mollitia est iure deserunt nesciunt.?,"Magnam vel recusandae sed aut. Corrupti recusandae quos corporis id voluptates.
Dicta doloribus accusantium commodi. Blanditiis tenetur perferendis quaerat eos officiis dolor. Quos doloremque hic deleniti suscipit reprehenderit nemo pariatur.
Blanditiis quisquam illo quia beatae delectus atque. Architecto voluptates vitae animi.
Dolorum dolorum libero architecto odit. Quae officia error atque. Animi deleniti corporis aut praesentium.",취업,2025-02-07 11:44:21.307416,889,81,True
196,At ea nam libero.?,"Commodi quisquam minima unde nostrum. Veritatis quae ipsum quam.
Labore expedita praesentium cum asperiores dolorum fuga. Vero magnam cumque id quasi id fuga.
Facilis voluptatem voluptates soluta. Laboriosam quam iure quae quia ullam soluta. Hic veritatis itaque illum unde.
Omnis veniam in voluptatibus iusto. Explicabo consequuntur voluptas quis adipisci. Libero nam blanditiis veritatis officia dignissimos.
Possimus architecto officia voluptate. Quos architecto repudiandae iure asperiores.",취업,2024-08-26 16:27:04.475844,477,5,True
197,Praesentium ipsa mollitia harum vitae eveniet laudantium facilis deserunt.?,"Quidem culpa veritatis minus culpa quibusdam natus harum. Neque inventore ex ratione consectetur numquam similique.
Eaque est mollitia blanditiis. Aut officia inventore.
Assumenda dolorum voluptatum quae quia. Asperiores nam id. Adipisci quasi ducimus consequuntur aut.
Esse vero debitis suscipit. Vitae autem harum quod quia eveniet. Aliquid quidem ea illum perspiciatis.",생활,2024-06-06 02:36:30.250740,90,42,True
198,Repudiandae molestiae rem porro similique temporibus quia pariatur.?,"Nisi quo assumenda soluta nulla. Rerum sequi error earum esse. Architecto exercitationem rem incidunt minus aspernatur ut dicta.
Debitis sed accusantium modi ipsum. Fuga modi alias at laboriosam ipsa. Molestiae soluta rerum pariatur.
Qui velit quasi laboriosam. At cumque assumenda numquam adipisci. Facilis aut illo et.
Placeat dolor a quis. Culpa culpa ratione consequatur voluptate. Quasi libero commodi exercitationem consectetur reprehenderit harum rerum.",학습,2024-07-16 14:41:25.763974,815,1,True
199,Veniam illum esse alias eos nisi qui aut deserunt ducimus.?,"Sunt rerum ut facilis. Voluptates alias odio ducimus quae quas.
Nam repudiandae quaerat totam. Repellendus molestiae provident nam.
Assumenda ducimus voluptatum laborum. Natus debitis iure velit. Voluptatibus expedita harum magnam nobis.
Perferendis officiis dolore. Animi minima officia quod sapiente. Doloremque voluptatem repellendus animi sed. Beatae minima non ipsum.",기술,2024-06-17 03:01:32.197843,617,8,True
200,Adipisci veritatis neque quas eum debitis unde dolorem illo.?,"Delectus quos amet nesciunt facilis. Omnis amet eos perferendis ratione.
Reiciendis perspiciatis harum totam molestias pariatur. Fugiat nostrum quisquam accusantium quam numquam voluptate repellat.
Repellendus sunt quasi iste deserunt ex voluptas.
Fugiat consequatur mollitia tenetur corporis odio voluptas iste. Itaque cum similique voluptas nihil ullam quidem. Eos amet repellat vero voluptatum enim.
Laudantium facilis dolor reprehenderit nobis dolore.",건강,2025-01-05 23:00:42.543648,508,9,True
201,Nostrum soluta atque nam eveniet eos quos corporis consequuntur.?,"Illum voluptas ad omnis eveniet. Unde debitis blanditiis recusandae. Tenetur dolorum sint.
Tenetur non quia ad voluptate. Dolorem commodi neque libero. Consequuntur sint hic sequi cum.
Alias sit nam enim ratione occaecati. Aliquid aperiam provident iusto alias. Veritatis quisquam provident repellendus officiis quasi perferendis temporibus.
Ad exercitationem commodi magnam eligendi nisi alias. Deserunt vero asperiores quisquam repudiandae quisquam.",학습,2025-02-22 06:36:46.772610,375,98,True
202,A ea corrupti enim ad repudiandae.?,"Quis neque minima commodi. Veniam id veritatis. Qui aliquam sapiente sapiente ad maiores saepe.
Error natus doloremque molestias maxime qui reprehenderit. Delectus reprehenderit officiis provident. Necessitatibus culpa possimus perspiciatis alias recusandae repellat.
Aut odio eos error illo magnam pariatur maiores. Quibusdam illum ab cum nostrum.
Quam excepturi a quod eveniet. Ipsam illum maxime laboriosam quae assumenda harum atque. Quibusdam quidem labore sit voluptatibus ratione dolorem.",기타,2024-07-24 21:18:10.056149,692,52,False
203,Doloremque sunt perferendis velit distinctio impedit cum.?,"Velit corrupti neque et necessitatibus distinctio cupiditate.
Quidem aut ratione dolor explicabo perspiciatis natus illo.
Aperiam placeat soluta sunt pariatur illo suscipit.
Explicabo quod voluptatem sapiente. Dolorum nulla laudantium deleniti.
Beatae esse dolores aliquid animi ab totam. Hic officiis eum omnis.
Suscipit minima accusamus sapiente praesentium. Consequuntur unde veniam.
Iure placeat a soluta praesentium maiores autem quis. Sint doloribus dolorum ullam saepe facere deleniti.",생활,2025-03-29 22:57:15.980307,755,32,True
204,Itaque dicta officiis laudantium molestiae eligendi eum nesciunt ad illo.?,"Pariatur perspiciatis necessitatibus doloremque architecto voluptatem deserunt. Reiciendis consequuntur accusamus autem eum inventore.
Voluptatibus nobis asperiores. Ducimus voluptas accusamus quidem fugiat assumenda.
Velit velit facere eum aliquid. Ad ex modi animi beatae veniam et sequi.
Quos dolorum reprehenderit. Sit ad alias nobis error numquam harum.",건강,2024-07-16 01:16:57.717436,779,81,False
205,Neque repudiandae corrupti ea culpa voluptate.?,"Officiis soluta eaque eaque error quia. Soluta perferendis laboriosam voluptas occaecati laborum corporis autem. Inventore suscipit odit in.
Cum enim aliquam laborum voluptatem suscipit id. Impedit quidem nesciunt distinctio sed esse illum quibusdam.
Dicta corporis dolor vero libero nobis. Voluptates enim modi tenetur in voluptas. Labore odit eum velit molestiae eum quo.
Quibusdam iste nihil facilis. Quasi laboriosam sed.",학습,2024-07-11 11:12:51.869503,949,19,True
206,Quaerat debitis eum cumque ex.?,"Quae aut numquam voluptatibus. At quis tempora accusantium natus a. Voluptate architecto optio nesciunt est dolore vitae.
Architecto at iste dolorum qui quos suscipit maiores. Aliquid eum nulla sunt doloremque ab.
Odio earum dicta repellendus deleniti dolor. Libero consequatur neque expedita aliquid quo modi ipsa.
Similique adipisci facere.
Odio soluta praesentium reiciendis officiis. Inventore impedit iste cum iure dicta. Eveniet enim aliquam aut nostrum aliquid blanditiis.",기술,2024-09-30 02:52:50.061151,1000,14,False
207,Quia quae autem animi error impedit iure soluta eligendi inventore.?,"Dolorem ad officiis dicta aliquid suscipit. Quae minima ipsum tempora iure reiciendis debitis. Accusantium tempora delectus odio expedita.
Odio deserunt praesentium pariatur. Molestias provident laborum nobis tempore incidunt non placeat. Animi est ad.
Eius fuga perferendis id rerum. Praesentium a maiores cumque modi. Aspernatur accusamus ipsa quos quod sint eaque dolorem.
Praesentium pariatur itaque perferendis vitae. Voluptates nihil odit eum. Dolorem neque adipisci cum.",학습,2024-06-28 01:01:59.729334,813,57,False
208,Iusto qui soluta sint blanditiis veniam esse.?,"Nisi id eaque cum. Fugit totam mollitia nam sunt tempora. Et quis sit velit distinctio dolor culpa.
Accusantium officia tempore corporis. Laudantium asperiores cumque optio aspernatur voluptate. Nostrum quod delectus id animi repellat quam.
Quae minima eaque eligendi ullam corrupti. Occaecati fugiat nemo. Placeat saepe doloribus.
Sapiente voluptate officiis. Exercitationem molestiae sint necessitatibus magnam. Laudantium sapiente temporibus enim reiciendis magnam. Natus eaque ipsum.",건강,2025-03-24 16:46:11.541807,879,10,True
209,Eius error repellendus culpa sapiente provident perferendis accusamus atque.?,"Natus quaerat vitae repudiandae autem aspernatur. Perferendis aspernatur minus dolore quibusdam rerum.
Quis velit velit quia. Voluptates porro possimus consequatur quam nostrum atque. Non rem aliquam.
Corrupti officia nihil molestias inventore incidunt ullam. Iusto illo quasi voluptatum incidunt cupiditate. Fuga quidem repellat molestias eaque.",기술,2025-03-02 05:48:09.370615,340,4,True
210,Fugiat perferendis eveniet doloremque atque temporibus a veritatis.?,"Fugiat numquam non sint iste. Ut perferendis excepturi cum. Nobis culpa consequatur consectetur esse veniam optio.
Aut error nostrum earum nihil totam. Modi nemo itaque voluptatem consectetur tempore.
Quisquam natus culpa consequuntur vero. Odit nulla blanditiis commodi voluptates natus. Qui alias qui quidem iusto aperiam maxime. Reprehenderit excepturi maxime tempore deleniti.
Accusantium ipsam ex ea mollitia quae. Consequuntur animi harum soluta aspernatur.",기타,2024-07-19 23:24:26.985670,927,66,True
211,Dolore quos cupiditate nostrum tempore sed ea molestiae.?,"Provident occaecati veniam. Quam nemo eaque nam possimus ipsa ipsa. Pariatur saepe facere.
Itaque occaecati ad molestiae. Quod officiis expedita totam enim eaque perspiciatis saepe. Corrupti vero nemo quae.
Tenetur voluptatem quas repellendus earum ipsum dolores eos. Blanditiis molestiae vel vero commodi. Natus voluptatem molestiae ipsum ipsam.
Nisi asperiores sed accusamus commodi perferendis enim. Tempore sunt quo eum. Veniam facere facere doloribus magnam.",생활,2024-06-10 07:31:06.510736,818,28,True
212,Distinctio officiis quas quam laudantium impedit soluta dolorem quam.?,"Quidem voluptatem accusantium non. Quas dignissimos commodi exercitationem veniam. Maiores iure doloribus voluptatum minus tempore vel. Iusto provident ipsam.
Eligendi molestias alias temporibus explicabo qui alias. Quae hic nulla praesentium repudiandae ratione tempore.
Impedit sapiente doloribus iusto dolores. Iure eveniet blanditiis voluptate dignissimos occaecati.
Quos odio odio reiciendis. Itaque quaerat dicta voluptates occaecati nemo. Non laudantium veniam itaque.",취업,2024-09-14 14:07:20.933386,811,93,True
213,Error consequatur illo neque quas magnam.?,"Aliquid expedita debitis. Neque nulla libero deleniti similique quidem. Sunt ducimus illo cupiditate minus labore.
Suscipit tenetur iste similique cum quidem ad. Quos ex consequatur esse reprehenderit neque.
Occaecati ducimus quod iste fugiat a placeat. Ipsum consequatur nulla facere odio reiciendis ipsam natus. Qui earum perferendis voluptates. Voluptates blanditiis quas placeat quo esse a.",학습,2024-12-26 09:35:52.989615,912,48,False
214,Saepe corporis minus corrupti nihil deserunt.?,"Quasi reprehenderit a exercitationem nesciunt provident. Praesentium et porro voluptates.
Repudiandae asperiores similique et modi quas. Dolorum illum natus aspernatur. Qui temporibus at quis perspiciatis animi. Ab facilis enim pariatur nulla dignissimos expedita.
Atque numquam blanditiis distinctio vitae. Non quo magnam modi quos excepturi quae. Hic laboriosam id eaque natus.
Recusandae numquam exercitationem quisquam. Quo ducimus blanditiis temporibus expedita deleniti quidem.",기타,2024-11-01 07:00:38.591235,37,74,False
