price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,demand_level,season,disease_outbreak,currency_rate,predicted_price,accuracy_score,notes,channel
399,42,2024-08-12,닭고기,3등급,뒷다리,23036,4260,높음,여름,False,1254.68,10283,0.897,Earum nulla commodi optio. Occaecati harum velit unde.,오프라인
400,28,2023-09-16,돼지고기,등외급,안심,15438,1547,낮음,봄,False,1183.47,8306,0.856,Blanditiis hic eligendi ea accusamus repellat repudiandae. Pariatur incidunt minima quaerat cumque.,오프라인
401,29,2024-03-15,돼지고기,특등급,앞다리,21491,2661,높음,겨울,False,1380.9,12186,0.831,"Harum nesciunt dignissimos.
Impedit deleniti id tenetur. Deleniti ea nulla.",오프라인
402,18,2023-12-14,닭고기,3등급,안심,19167,3639,보통,겨울,False,1210.72,16229,0.805,"Minus amet aut alias sunt veniam minus.
Consequuntur alias assumenda nemo. Velit saepe unde nesciunt vel porro.",모바일
403,35,2024-06-21,닭고기,등외급,뒷다리,27355,733,높음,가을,False,1385.08,25350,0.804,Deserunt nihil officiis. Mollitia facere ab facere quo. Suscipit necessitatibus aliquid sed.,모바일
404,10,2025-03-29,양고기,1등급,안심,32110,1062,높음,가을,False,1198.19,28292,0.737,Dolore itaque accusantium inventore. Quos ipsa iure eligendi.,모바일
405,4,2024-09-22,오리고기,등외급,갈비,18858,3365,낮음,겨울,False,1100.74,13686,0.847,"Nesciunt quidem esse ipsam veritatis porro.
Necessitatibus recusandae perferendis quo nisi.",모바일
406,9,2025-03-14,돼지고기,1등급,뒷다리,25904,2430,보통,여름,False,1332.24,27572,0.89,Quas iusto enim iste eveniet dolore. Quas quod perspiciatis itaque consectetur sed ipsum. Facilis sed labore provident mollitia reiciendis.,모바일
407,3,2024-05-23,소고기,3등급,갈비,13341,1315,낮음,봄,False,1319.82,25718,0.935,Sit labore rerum. Minima ea doloremque deleniti. Consequuntur cum repudiandae atque illo.,오프라인
408,12,2024-08-08,소고기,특등급,등심,8661,3840,보통,가을,False,1319.28,12090,0.931,Saepe debitis voluptatibus iusto. Ad unde qui quas saepe velit corrupti. Magni dolore maxime alias.,온라인
409,49,2024-01-23,오리고기,등외급,앞다리,19553,752,낮음,봄,False,1237.53,19608,0.841,Laborum aliquid fuga molestiae dolorem necessitatibus. Ad iste similique provident.,온라인
410,39,2023-07-21,닭고기,3등급,뒷다리,12833,3312,낮음,봄,False,1299.24,25350,0.725,"Fugit voluptates maiores quod nisi error illum. Sed at voluptas et ipsa illum.
Nesciunt quod ipsa at itaque.",오프라인
411,28,2025-05-13,오리고기,특등급,삼겹살,17022,2043,보통,겨울,False,1207.47,23198,0.772,Fuga deserunt commodi tenetur sint repellat neque. Ab necessitatibus reprehenderit.,온라인
412,23,2023-07-16,돼지고기,2등급,앞다리,30658,3454,낮음,겨울,False,1119.0,11355,0.834,Ipsa quod rerum nemo sunt asperiores dicta. Illum ullam minus nisi ducimus perspiciatis molestiae.,온라인
413,7,2024-04-13,돼지고기,1등급,뒷다리,21372,938,높음,봄,False,1260.33,28152,0.786,Itaque quas labore ea porro aliquid perspiciatis rerum. Laudantium incidunt enim aliquam. Saepe totam quod dolor ducimus nemo amet.,모바일
414,2,2023-12-18,돼지고기,1등급,등심,13049,4291,보통,가을,False,1165.35,22390,0.803,Quisquam maxime aperiam expedita saepe quas deleniti. Laboriosam aperiam officiis veritatis fuga ea.,오프라인
415,32,2024-12-20,소고기,3등급,등심,11056,2611,낮음,겨울,False,1228.89,23924,0.796,"At asperiores nulla. Necessitatibus modi placeat.
Esse ducimus molestias. Qui quo libero. Iste ratione quia minus aliquam doloribus.",모바일
416,46,2023-06-12,돼지고기,특등급,목살,33809,1478,보통,봄,False,1163.56,18867,0.821,Dignissimos in aut nisi unde reprehenderit. At quos distinctio fugit amet dolorum. Error accusantium quidem vitae nulla.,모바일
417,2,2024-01-08,돼지고기,3등급,삼겹살,33049,2613,높음,가을,False,1180.56,15202,0.852,Quasi voluptatum id cumque. Maxime exercitationem corrupti illo mollitia perspiciatis. Expedita vero itaque ab libero reiciendis nesciunt.,온라인
418,48,2024-09-07,오리고기,3등급,삼겹살,32623,3564,높음,가을,False,1348.5,17412,0.709,Impedit tempore laudantium a ipsam. Animi nulla totam minus unde laborum. Tenetur laboriosam debitis at dignissimos molestiae.,온라인
419,45,2024-11-13,소고기,3등급,삼겹살,14175,4954,낮음,여름,False,1201.33,19994,0.769,Architecto ipsam repellat corrupti. Alias excepturi eaque quasi. Animi debitis corporis facilis dolore.,온라인
420,15,2024-11-15,소고기,특등급,안심,16978,2957,보통,여름,False,1273.38,21244,0.736,Velit accusantium laudantium perspiciatis impedit. Doloribus voluptatem placeat. Laborum explicabo harum a occaecati quae recusandae repudiandae.,오프라인
421,7,2025-04-08,오리고기,특등급,삼겹살,18221,4229,높음,여름,False,1269.84,8908,0.852,Quod quos quasi provident minima minima. Laudantium officia maiores eveniet nemo illum. Ut unde neque fugiat iure repellendus.,모바일
422,50,2024-03-08,닭고기,2등급,앞다리,17185,2448,낮음,여름,False,1245.6,20922,0.873,Architecto doloremque suscipit sapiente soluta. Voluptate voluptate eligendi nobis molestiae voluptas maxime.,오프라인
423,13,2023-07-10,오리고기,1등급,뒷다리,16687,4127,높음,겨울,False,1203.12,31207,0.71,Praesentium voluptatum tenetur repudiandae voluptas deserunt minus. Dolor deleniti quae quasi debitis nostrum aspernatur sed.,오프라인
424,34,2024-04-19,돼지고기,등외급,삼겹살,11422,1647,높음,가을,True,1304.77,22469,0.922,Occaecati velit labore eaque. Voluptate error voluptates quibusdam. Sed nemo eius eaque non impedit assumenda.,온라인
425,33,2023-08-25,오리고기,특등급,삼겹살,31893,1297,높음,가을,False,1114.52,13900,0.783,Dicta vitae id nobis nam. Minima atque autem vero laborum nam ipsam. Quo voluptatem voluptates nihil tenetur nihil est.,온라인
426,42,2023-07-27,돼지고기,3등급,앞다리,30260,4023,높음,가을,False,1129.87,22769,0.759,Doloribus quod sed enim eligendi inventore ab nemo. Occaecati numquam voluptatum facere dignissimos dolor omnis. Iusto ad vel cumque unde incidunt.,온라인
427,23,2025-05-15,소고기,3등급,안심,24983,3797,높음,봄,True,1335.17,29968,0.886,Eligendi eius necessitatibus architecto expedita modi libero. Earum consectetur vero impedit.,오프라인
428,5,2025-03-26,오리고기,3등급,삼겹살,22651,1964,보통,여름,False,1237.87,21030,0.93,Deserunt impedit tempora natus occaecati. Facere doloribus doloribus corrupti.,모바일
429,12,2025-01-04,닭고기,3등급,갈비,8241,2520,낮음,여름,False,1137.27,19896,0.924,"Reiciendis laboriosam voluptatibus nesciunt. Assumenda labore ex optio ipsum.
Repellat ea nisi officiis maxime. In magnam unde fugit aperiam.",온라인
430,31,2024-03-15,돼지고기,2등급,목살,25129,574,보통,봄,False,1357.3,30815,0.705,"Iste minus ab asperiores illo. Quidem et soluta maxime.
Similique illo error. In accusamus voluptatum aut.",오프라인
431,16,2025-01-10,오리고기,2등급,삼겹살,19279,640,높음,여름,True,1232.39,22339,0.904,"Quo laboriosam recusandae fugit corporis eveniet nobis. Possimus nulla expedita cum dicta.
Quos nesciunt amet. Odio reiciendis ab et ipsa sunt.",온라인
432,46,2025-01-29,소고기,3등급,목살,11114,3371,낮음,가을,False,1100.2,20690,0.776,"Voluptate quis vel minima aliquid dolor quae.
Animi quis ipsa facere eveniet voluptas. Est reprehenderit aspernatur enim saepe quos.",오프라인
433,36,2024-09-01,소고기,특등급,갈비,27913,4671,보통,겨울,False,1387.41,12078,0.77,Aliquid asperiores fugit similique. Facilis quos quae. Cum reiciendis ad similique.,온라인
434,49,2024-07-07,닭고기,2등급,등심,34699,184,보통,여름,False,1160.7,18839,0.823,Accusamus libero sapiente ab ducimus. Reiciendis impedit eligendi aut aspernatur fugiat.,모바일
435,35,2024-12-10,닭고기,2등급,안심,23271,4799,낮음,겨울,False,1306.58,18430,0.874,Numquam aliquam ipsam totam animi dolorem at cupiditate. Aut nostrum iusto et doloremque. Vitae iste corporis illum eius blanditiis neque.,오프라인
436,34,2024-11-23,돼지고기,특등급,뒷다리,28727,2259,높음,여름,False,1139.57,22098,0.725,Ut non excepturi. Repellat quis tempore eveniet dolores. Inventore explicabo totam doloremque. Aliquid tenetur iusto nesciunt.,오프라인
437,16,2024-08-13,돼지고기,3등급,뒷다리,30406,3084,낮음,겨울,False,1295.0,24941,0.917,Eaque numquam quisquam quam magni laboriosam. Similique culpa perferendis quos consequatur.,온라인
438,40,2024-01-04,오리고기,특등급,목살,32498,2983,높음,봄,False,1147.69,28475,0.734,"Qui assumenda accusamus quo. Laboriosam ullam consectetur.
Culpa illum necessitatibus magnam atque ullam. Consectetur sint sit consectetur.",오프라인
439,32,2023-06-10,오리고기,등외급,앞다리,10313,150,보통,봄,True,1379.82,8346,0.944,Fugiat nisi nisi fugiat quam architecto. Velit molestiae in reiciendis rem nesciunt.,모바일
440,40,2025-04-02,오리고기,3등급,뒷다리,25008,4173,낮음,봄,False,1182.21,21392,0.811,Quo est occaecati optio. Et error dolores laboriosam quas a distinctio.,모바일
441,3,2023-12-05,닭고기,2등급,안심,12875,3781,높음,여름,True,1296.38,14153,0.906,Atque cum vitae totam repudiandae nesciunt accusamus.,모바일
442,17,2024-09-09,오리고기,2등급,앞다리,8076,2732,높음,여름,False,1175.12,27356,0.767,Inventore placeat rem aliquid commodi. Quia commodi exercitationem qui eum sunt.,오프라인
443,50,2024-12-24,돼지고기,2등급,뒷다리,17788,3367,낮음,봄,False,1211.55,25021,0.804,Repudiandae cumque aut quos. Inventore incidunt tenetur dolores iste. Velit itaque aspernatur illo alias.,오프라인
444,6,2024-03-27,소고기,3등급,앞다리,33761,4831,낮음,가을,False,1371.14,32068,0.861,Nulla officiis incidunt. Unde dicta quae explicabo. Explicabo id cupiditate minima suscipit at quasi voluptatibus.,모바일
445,36,2023-10-07,양고기,3등급,앞다리,33034,3325,높음,봄,False,1149.66,30678,0.747,"Numquam minus aliquid porro. Libero nobis minus.
Vero quo ipsa.",모바일
446,33,2024-03-21,돼지고기,특등급,앞다리,12344,4956,보통,여름,False,1218.9,18036,0.753,Natus quae nemo facere voluptatibus officia. Explicabo omnis sapiente praesentium ab est.,오프라인
447,27,2025-02-05,소고기,특등급,뒷다리,9110,1180,보통,여름,False,1191.65,29477,0.906,Iusto mollitia sapiente odit officia eos quaerat. Laboriosam laborum eveniet.,모바일
448,1,2024-06-16,닭고기,3등급,목살,12878,1439,낮음,가을,False,1309.83,24517,0.885,Est tempora voluptatibus cumque dolore molestias. Aspernatur doloribus nesciunt.,모바일
449,15,2024-07-17,소고기,1등급,갈비,8935,3235,낮음,여름,False,1170.24,22364,0.89,Odio recusandae illum. Eaque voluptatum optio rem quam eligendi assumenda cupiditate.,모바일
450,41,2024-12-09,소고기,특등급,안심,18625,2644,높음,겨울,False,1296.65,21188,0.917,Cupiditate fuga rem saepe. Praesentium ex consectetur blanditiis rerum sunt suscipit.,모바일
451,49,2025-05-04,소고기,1등급,등심,26032,2896,보통,겨울,True,1311.11,16361,0.905,Suscipit dicta autem ad dolores provident. Enim officia perspiciatis delectus sed unde impedit. Eos cumque quisquam.,모바일
452,34,2024-04-08,소고기,3등급,갈비,19418,1585,보통,겨울,False,1100.33,12290,0.829,Error distinctio quo nobis. Accusantium cum aut fuga laboriosam iure beatae.,오프라인
453,13,2024-11-16,닭고기,특등급,앞다리,26388,3010,높음,가을,False,1243.04,18584,0.74,Eaque eaque molestiae quae nam. Libero quam commodi vel commodi fugit cupiditate.,온라인
454,11,2025-05-11,오리고기,2등급,등심,15697,1701,높음,가을,False,1139.81,14519,0.778,Officiis officia quos maxime labore. Autem consequuntur minima rem culpa. Ea eum necessitatibus rem vero magni.,온라인
455,43,2023-10-11,양고기,등외급,갈비,31727,2004,높음,가을,False,1167.86,33698,0.827,Dolore itaque suscipit assumenda. Unde quisquam commodi voluptate.,모바일
456,47,2024-03-19,돼지고기,3등급,갈비,16779,4666,낮음,여름,False,1303.99,17097,0.734,Nulla beatae expedita tempora impedit est. Ipsa esse occaecati magnam quam hic.,온라인
457,28,2025-02-04,소고기,1등급,등심,8060,3981,높음,가을,False,1102.79,28931,0.913,Excepturi ut temporibus ducimus nam quo. Corrupti incidunt illum ipsam officia molestias at.,모바일
458,25,2023-12-20,양고기,1등급,삼겹살,29384,3989,보통,겨울,False,1308.68,32646,0.92,A ex dolores voluptatibus officiis tempore laudantium. Qui illo veritatis magnam molestias.,온라인
459,5,2023-07-24,오리고기,3등급,안심,23715,2000,높음,겨울,False,1345.13,13219,0.707,Minus accusamus maiores dolore. Sint distinctio repellendus. Minus aliquid voluptatibus temporibus ipsam. Nulla voluptatem sunt.,오프라인
460,23,2024-05-12,소고기,3등급,앞다리,16437,1991,낮음,겨울,False,1396.45,9182,0.748,Vero quod itaque magnam. Ut eos nulla corrupti.,온라인
461,16,2024-11-23,양고기,3등급,안심,8976,4340,높음,겨울,False,1226.69,20409,0.908,"Repellendus distinctio occaecati. Beatae at labore placeat adipisci architecto.
Officiis quidem facere. Sed illum vero eum voluptates.",모바일
462,40,2025-02-08,닭고기,1등급,삼겹살,27565,301,낮음,봄,False,1139.65,13580,0.909,Nemo iure excepturi repellendus rem. Consequatur officia ipsa facilis porro.,온라인
463,28,2024-07-30,닭고기,등외급,안심,30672,4150,높음,겨울,False,1121.25,30229,0.762,Ipsa possimus voluptatum hic consequuntur sed quia. Mollitia qui esse inventore eum nulla. Similique illo pariatur tenetur veniam.,온라인
464,42,2024-09-03,돼지고기,등외급,삼겹살,25345,3799,보통,여름,False,1214.92,23306,0.814,Nesciunt ullam iste aperiam perspiciatis. Iusto quasi eos accusantium nisi doloremque.,온라인
465,18,2025-02-25,소고기,3등급,앞다리,8113,2831,낮음,봄,False,1319.23,15755,0.93,Odit quasi exercitationem consequuntur maxime velit. Recusandae dolorum molestiae blanditiis ducimus labore enim.,온라인
466,39,2025-03-30,양고기,등외급,등심,33713,3561,낮음,가을,False,1130.73,15815,0.876,Minima vel ad cumque ad inventore tenetur fugiat. Magnam labore molestiae itaque sunt quis. Vitae nesciunt sequi itaque.,모바일
467,47,2024-05-29,양고기,1등급,뒷다리,18032,1163,높음,봄,False,1194.01,8422,0.768,Debitis itaque ullam quod ratione culpa. Voluptatum alias laboriosam vel voluptatem.,온라인
468,5,2024-10-07,양고기,특등급,삼겹살,21267,2092,낮음,여름,False,1364.3,16805,0.906,"Vitae dolorum reiciendis placeat fugit voluptas qui.
Mollitia blanditiis repellendus quis. Tempora beatae dolores cupiditate.",오프라인
469,10,2024-11-17,돼지고기,3등급,앞다리,16358,2545,보통,겨울,False,1141.14,15614,0.826,Quo explicabo occaecati dolor nobis minus provident. Voluptatum voluptate nemo recusandae excepturi perspiciatis.,모바일
470,24,2024-03-10,돼지고기,2등급,갈비,14570,4540,높음,가을,False,1332.04,11995,0.859,Quos nostrum tempore vero eos. Deserunt aspernatur dignissimos eum architecto distinctio.,모바일
471,39,2025-03-31,소고기,1등급,앞다리,8004,125,보통,여름,False,1325.95,25365,0.731,Qui fugit aliquid ad soluta cumque. Quo ducimus ipsum molestiae nostrum alias. Odit quibusdam aperiam natus.,오프라인
472,50,2025-04-09,오리고기,2등급,삼겹살,21227,2846,낮음,가을,False,1139.94,15165,0.708,Sint nulla minima voluptatum. Voluptate architecto ratione expedita vel.,모바일
473,23,2024-06-30,닭고기,1등급,목살,14581,2695,낮음,겨울,False,1397.88,23500,0.793,Molestias quod adipisci commodi. Perspiciatis necessitatibus aliquam natus sapiente fugiat quae.,모바일
474,39,2024-08-18,오리고기,2등급,안심,21676,1372,낮음,가을,False,1142.86,10447,0.849,Animi neque quos enim accusantium. Magni laudantium placeat repudiandae vitae exercitationem porro. Magnam omnis numquam facilis aut laboriosam.,오프라인
475,49,2024-09-26,양고기,특등급,앞다리,9224,2038,보통,가을,True,1259.15,27365,0.744,Repudiandae magnam sapiente distinctio nam eveniet. Minima ut ex nam quibusdam.,온라인
476,50,2023-06-29,소고기,1등급,목살,29277,1630,높음,겨울,False,1102.54,17116,0.918,"Veritatis voluptates eveniet sunt.
Maiores dolorum quibusdam provident magnam. Illo dolores asperiores sit cumque nostrum soluta.",온라인
477,23,2024-10-31,소고기,특등급,안심,32406,3514,보통,봄,True,1295.01,30043,0.847,Odit sint excepturi doloribus vel accusantium et consequatur. Possimus tenetur et necessitatibus earum ipsum adipisci voluptas. Illo nemo quae amet.,오프라인
478,3,2024-05-04,소고기,특등급,삼겹살,28246,1248,보통,여름,False,1232.03,16631,0.787,"Suscipit molestias atque. Eos ipsum odio odit.
Magnam explicabo architecto vel delectus. Eius labore fugiat asperiores.",온라인
479,17,2023-09-12,닭고기,특등급,등심,26983,2382,보통,겨울,False,1316.73,27557,0.741,Repellat facilis voluptatem aspernatur. Accusantium saepe est suscipit est.,모바일
480,50,2024-01-29,소고기,등외급,목살,24658,2948,높음,여름,False,1288.42,23196,0.924,Iure a amet. Illum libero doloremque magni. Incidunt nisi praesentium facilis architecto eius voluptate consequatur.,온라인
481,32,2024-01-04,오리고기,등외급,갈비,28877,765,높음,봄,False,1145.41,26649,0.887,"Dolor reprehenderit repellendus tempore.
Accusantium officiis possimus aperiam libero. Natus facere expedita.",오프라인
482,37,2025-01-02,돼지고기,3등급,안심,12892,3685,높음,겨울,False,1223.51,20106,0.872,Dignissimos accusantium repellendus. Esse nisi cupiditate adipisci quo ut fuga vero. Aspernatur illum in cum.,온라인
483,6,2023-06-23,돼지고기,1등급,안심,10032,2251,높음,가을,False,1305.97,12761,0.771,Neque maxime nemo voluptatum. Aspernatur quibusdam praesentium maiores quas alias nobis modi.,온라인
484,9,2024-01-08,소고기,등외급,목살,32716,4540,높음,봄,False,1357.99,18351,0.797,Enim beatae labore eius commodi cupiditate quam. Repellat sint aspernatur. Perspiciatis excepturi ducimus nulla harum porro.,모바일
485,6,2024-06-26,닭고기,2등급,앞다리,27286,4314,보통,봄,False,1126.01,15828,0.741,Unde sed neque tempora. Sed facilis reiciendis dolorum perferendis. Numquam est molestiae labore doloremque.,모바일
486,47,2024-09-20,돼지고기,3등급,삼겹살,30375,3303,높음,가을,False,1130.14,20997,0.843,Nesciunt veritatis corrupti at doloremque. Voluptatibus accusantium consectetur ratione. Tempora debitis asperiores fuga quidem.,온라인
487,7,2023-11-11,오리고기,2등급,뒷다리,10637,3615,높음,가을,False,1325.73,31595,0.941,Quod numquam ad atque aperiam. Veniam reprehenderit officiis ab nemo in. Magni illum sequi perferendis quisquam.,오프라인
488,10,2024-08-07,소고기,특등급,등심,20688,3885,높음,봄,False,1276.87,12644,0.914,Exercitationem eos quibusdam quasi molestias. Reiciendis quidem fugit ea quasi.,온라인
489,30,2023-06-29,오리고기,3등급,목살,8157,1227,낮음,겨울,True,1215.21,30699,0.862,Magni cum sequi omnis iusto. Laboriosam dolorem placeat deserunt dignissimos deserunt et praesentium.,모바일
490,22,2023-07-29,닭고기,특등급,앞다리,33286,1340,보통,겨울,False,1388.97,11190,0.869,Ratione asperiores modi sit eius aliquam praesentium. Nobis quod et. Voluptate rerum aliquam ullam.,온라인
491,4,2024-08-11,오리고기,3등급,목살,13359,1304,높음,여름,False,1194.35,17304,0.767,Quasi illum architecto minima. Saepe sequi assumenda aspernatur. Quas qui est labore. Quasi porro aperiam optio facere quibusdam.,오프라인
492,8,2025-05-15,닭고기,1등급,뒷다리,28851,1765,낮음,여름,False,1141.95,26547,0.802,Ab eum a. Veritatis totam accusamus debitis optio cum. Placeat occaecati magnam repudiandae dolorum officiis. Nostrum officiis unde nisi.,모바일
493,12,2024-05-02,돼지고기,1등급,안심,32841,3585,높음,봄,False,1183.09,15499,0.705,Iure neque quibusdam quos asperiores dicta deleniti odio. Amet tempore tempora necessitatibus deleniti molestiae. Eius veritatis quod impedit.,오프라인
494,43,2023-09-30,돼지고기,2등급,목살,10875,3640,보통,가을,False,1125.27,27203,0.895,"Quidem quidem doloremque a autem. Aliquam eum omnis eos.
Numquam velit quo fugit velit veniam quos quasi.
Libero neque et vel incidunt ducimus vitae.",모바일
495,21,2024-11-03,오리고기,1등급,목살,8881,713,낮음,가을,False,1266.02,31292,0.892,Nobis nemo consequatur numquam nam excepturi. Cupiditate explicabo non culpa sed quia eum.,모바일
496,32,2024-02-27,양고기,등외급,뒷다리,32618,2551,낮음,봄,True,1280.0,31907,0.702,Placeat voluptatibus laudantium odio nulla iusto. Repudiandae libero quasi voluptatibus.,온라인
497,28,2023-08-16,양고기,1등급,뒷다리,20700,530,높음,봄,False,1282.28,14342,0.928,Doloribus ad repellat ea dignissimos illum. Nihil delectus aperiam aliquid. Excepturi aspernatur hic corrupti maxime autem.,모바일
498,2,2024-04-13,오리고기,3등급,앞다리,29431,4706,낮음,가을,False,1333.69,14140,0.862,Eveniet officiis commodi animi error. Nemo porro nam fugit.,모바일
499,23,2025-01-20,닭고기,특등급,뒷다리,26848,3441,보통,겨울,False,1307.14,26156,0.85,Deserunt reprehenderit perspiciatis sequi. Recusandae facilis adipisci amet minima perferendis.,온라인
500,19,2024-07-27,돼지고기,특등급,앞다리,32792,4437,높음,여름,False,1354.37,21397,0.702,"Eveniet reprehenderit enim quo perspiciatis cupiditate. Aspernatur magni voluptate deserunt molestias optio odit.
Quis expedita velit debitis.",온라인
501,12,2024-09-15,소고기,1등급,목살,15290,2800,낮음,겨울,False,1297.52,22863,0.763,Dicta modi quas modi facere aliquam. Cumque esse fugiat id.,오프라인
502,24,2023-08-15,오리고기,2등급,앞다리,26527,3371,낮음,여름,True,1190.49,22840,0.901,Cupiditate corporis autem a reiciendis repellendus iure. Veniam eius porro distinctio. Facere occaecati natus magni.,오프라인
503,14,2024-05-30,오리고기,등외급,등심,26067,1961,낮음,가을,False,1255.32,12889,0.776,Iure reiciendis dolorum veniam eveniet repellendus.,오프라인
504,25,2025-04-13,닭고기,등외급,목살,11568,4801,낮음,봄,False,1252.86,18011,0.942,Voluptatem similique at nesciunt optio nobis. Minima amet consequuntur eum eos repudiandae totam magnam.,오프라인
505,33,2023-12-23,양고기,2등급,갈비,34259,3744,낮음,봄,False,1324.35,25965,0.861,Occaecati reprehenderit consequatur voluptatum minima rem delectus. Illum quae officia cumque.,온라인
506,41,2024-09-16,오리고기,3등급,갈비,13637,231,낮음,겨울,False,1188.66,29845,0.806,"Itaque eaque veniam quo minima exercitationem iure. Eos dolores doloremque dolores. Fuga odio eos et.
Quam ipsam sed eos impedit.",온라인
507,35,2025-04-20,돼지고기,특등급,안심,18448,4251,보통,겨울,False,1116.37,18077,0.794,Quae mollitia consequatur dignissimos aut. Facilis esse esse ea cum.,모바일
508,36,2024-12-31,돼지고기,특등급,갈비,30948,3294,높음,봄,False,1369.37,28171,0.787,Consequuntur alias quo adipisci perspiciatis. Beatae esse cum assumenda magnam.,오프라인
509,34,2023-09-03,돼지고기,1등급,삼겹살,9716,2961,보통,봄,True,1386.4,23749,0.763,Sint temporibus nemo nulla occaecati omnis soluta. Voluptatum possimus suscipit numquam iusto mollitia. Dolorum provident sequi laudantium.,오프라인
510,16,2023-11-09,소고기,3등급,갈비,9689,386,높음,봄,False,1248.47,10860,0.817,Corporis eligendi in quisquam in. Ipsum praesentium eos esse modi rem provident tenetur. Deleniti odit atque totam harum ut ipsum.,오프라인
511,26,2023-07-20,양고기,특등급,삼겹살,15212,1418,낮음,여름,False,1133.82,28392,0.869,Necessitatibus commodi voluptas sed facilis. Nesciunt laudantium quasi rem.,오프라인
512,18,2024-11-19,소고기,특등급,뒷다리,8432,428,낮음,겨울,False,1249.87,14818,0.906,Officia a magni optio quam. Distinctio natus odit. Repellendus accusantium aperiam tempore.,오프라인
513,5,2023-07-28,오리고기,2등급,뒷다리,33482,4192,높음,가을,False,1278.18,11680,0.799,Sint numquam est reiciendis doloremque tenetur enim. Porro recusandae numquam nostrum. Magnam voluptatum id sequi assumenda est.,오프라인
514,37,2024-11-25,닭고기,3등급,등심,15303,120,높음,겨울,False,1258.49,11050,0.726,Occaecati quibusdam non recusandae dolor pariatur. Eligendi placeat labore voluptates ipsam ducimus.,온라인
515,20,2023-10-18,양고기,등외급,뒷다리,24276,879,높음,겨울,False,1393.31,10523,0.828,Dolor deleniti quisquam. Recusandae itaque modi dicta.,오프라인
516,15,2024-08-21,소고기,2등급,등심,17364,761,낮음,봄,False,1396.06,34272,0.866,Cupiditate voluptate vero totam facilis. Ipsam perspiciatis quidem consectetur rerum corporis dolorum.,온라인
517,32,2023-09-14,오리고기,2등급,안심,28248,2515,보통,여름,False,1380.18,34705,0.911,Perspiciatis quis qui.,온라인
518,2,2024-12-11,돼지고기,2등급,앞다리,29786,2851,보통,여름,False,1139.59,8450,0.794,Nemo occaecati illo repellat et a aspernatur qui. Distinctio eaque quibusdam praesentium. Odit inventore saepe consequatur.,모바일
519,33,2024-03-19,닭고기,1등급,삼겹살,29036,1777,낮음,가을,False,1358.24,21565,0.862,Cupiditate eum rem sequi doloremque minus est.,모바일
520,16,2024-03-11,오리고기,2등급,앞다리,12203,1831,높음,가을,False,1270.51,33278,0.852,Quas delectus aliquam quae reiciendis maiores. Tenetur magni impedit quos dolorem delectus. Odit quaerat a voluptates.,모바일
521,49,2023-10-29,돼지고기,특등급,갈비,14380,3374,높음,여름,False,1209.62,19846,0.775,Odit ex nemo temporibus. Fugiat alias libero vel vitae laudantium nam.,오프라인
522,44,2025-04-22,닭고기,3등급,앞다리,9565,4942,보통,봄,False,1304.88,23823,0.727,Explicabo suscipit a quisquam distinctio temporibus.,온라인
523,12,2024-05-22,닭고기,특등급,목살,10705,3573,보통,봄,False,1328.82,13744,0.716,Nihil distinctio rerum at assumenda. Blanditiis est nulla aliquam sint. Corrupti blanditiis provident dolore sint.,오프라인
524,50,2024-05-19,양고기,1등급,앞다리,19038,3211,낮음,겨울,False,1386.34,26196,0.947,Quasi corrupti impedit modi. Recusandae illo eaque molestiae repellendus tempora maiores.,모바일
525,16,2024-08-28,양고기,특등급,갈비,14871,1063,낮음,봄,True,1331.11,32520,0.86,Voluptatum cupiditate fugiat. Eaque hic ab possimus dolor. Nam laboriosam voluptate nisi.,오프라인
526,44,2025-02-15,돼지고기,등외급,목살,16768,3995,보통,겨울,False,1105.01,8551,0.915,Debitis fuga adipisci qui exercitationem. Ex provident id architecto totam. Vitae dignissimos quos doloremque placeat atque.,온라인
527,8,2023-10-08,양고기,등외급,뒷다리,31518,3232,보통,겨울,False,1120.26,10890,0.765,A necessitatibus excepturi pariatur facere. Autem occaecati animi incidunt optio. Rerum ab praesentium. Accusamus consequatur asperiores.,오프라인
528,44,2025-03-01,닭고기,등외급,삼겹살,16469,4739,낮음,여름,False,1178.66,12599,0.878,"Nemo quidem id animi nesciunt et dolorum. Qui repudiandae maxime commodi occaecati.
Voluptatem itaque ipsam facilis. Odio ullam aut fuga aspernatur.",오프라인
529,22,2024-11-10,돼지고기,2등급,뒷다리,15896,3263,보통,봄,False,1111.95,22068,0.923,Ab rerum eveniet quod. Dignissimos quod possimus error nisi alias recusandae.,오프라인
530,13,2023-09-23,닭고기,3등급,안심,10789,1510,보통,여름,False,1118.14,18075,0.775,Aspernatur numquam nemo facere deleniti. Natus at nisi quod magnam numquam sint.,온라인
531,12,2024-09-23,소고기,1등급,앞다리,19998,529,높음,봄,False,1336.79,17700,0.737,"Accusantium quos doloribus consectetur ab.
Modi optio similique possimus eveniet eos.",모바일
532,20,2024-10-06,닭고기,특등급,삼겹살,14167,1289,낮음,여름,False,1251.98,14252,0.891,Nam soluta laboriosam corporis eligendi pariatur in ipsa. Cumque non adipisci amet quaerat.,오프라인
533,25,2024-06-18,닭고기,특등급,갈비,25686,3994,보통,봄,False,1288.57,16791,0.925,Enim necessitatibus eos molestias ab et. Fuga nemo atque eum.,오프라인
